"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Date
Poland,"2,621,116","+21,283","59,930 ",803.0,"2,229,801","+10,146","331,385","3,457","69,316","1,585","13,243,930","350,238","37,814,097 ",2021-04-14
Argentina,"2,579,000",,"58,174 ",,"2,262,875",,"257,951","3,836","56,657","1,278","9,743,345","214,046","45,519,891 ",2021-04-14
Colombia,"2,569,314",,"66,482 ",,"2,408,624",,"94,208","4,299","50,078","1,296","13,439,422","261,944","51,306,497 ",2021-04-14
Mexico,"2,286,133","+4,293","210,294 ",592.0,"1,815,237","+2,543","260,602","4,798","17,587","1,618","6,305,194","48,505","129,990,868 ",2021-04-14
Iran,"2,118,212",,"65,055 ",,"1,729,293",,"323,864","4,481","24,970",767,"13,866,887","163,463","84,831,939 ",2021-04-14
Ukraine,"1,887,338","+14,553","38,225 ",467.0,"1,442,618","+12,384","406,495",177,"43,360",878,"8,716,400","200,251","43,527,334 ",2021-04-14
Peru,"1,659,707",,"55,489 ",,"1,584,425",,"19,793","2,599","49,796","1,665","10,086,002","302,609","33,330,131 ",2021-04-14
Czechia,"1,590,124","+5,033","28,124 ",38.0,"1,480,882",+258,"81,118","1,097","148,270","2,622","14,872,167","1,386,741","10,724,549 ",2021-04-14
Indonesia,"1,583,182","+5,656","42,906 ",124.0,"1,431,892","+5,747","108,384",,"5,741",156,"13,584,986","49,260","275,782,804 ",2021-04-14
South Africa,"1,559,960",,"53,423 ",,"1,485,315",,"21,222",546,"26,046",892,"10,181,143","169,991","59,892,296 ",2021-04-14
Netherlands,"1,364,025",,"16,822 ",,,,,782,"79,467",980,"11,292,587","657,901","17,164,578 ",2021-04-14
Chile,"1,088,710",,"24,518 ",,"1,020,925",,"43,267","3,203","56,573","1,274","12,021,128","624,654","19,244,471 ",2021-04-14
Canada,"1,078,562",,"23,392 ",,"976,877",,"78,293",928,"28,383",616,"29,251,338","769,756","38,000,812 ",2021-04-14
Romania,"1,016,449","+4,076","25,605 ",164.0,"920,653","+5,189","70,191","1,521","53,115","1,338","7,773,502","406,206","19,136,844 ",2021-04-14
Iraq,"941,078",,"14,796 ",,"826,323",,"99,959",477,"22,996",362,"8,599,946","210,144","40,924,041 ",2021-04-14
Belgium,"930,603","+3,374","23,566 ",63.0,"59,964",+91,"847,073",919,"80,024","2,026","11,767,945","1,011,938","11,629,113 ",2021-04-14
Philippines,"892,880","+8,122","15,447 ",162.0,"704,386",+501,"173,047",750,"8,064",140,"10,857,391","98,063","110,719,062 ",2021-04-14
Sweden,"876,506",,"13,660 ",,,,,391,"86,368","1,346","7,847,033","773,218","10,148,535 ",2021-04-14
Israel,"836,469",+135,"6,312 ",3.0,"826,948",+180,"3,209",221,"90,944",686,"13,914,938","1,512,890","9,197,590 ",2021-04-14
Portugal,"828,173",,"16,923 ",,"785,809",,"25,441",118,"81,406","1,663","9,563,681","940,070","10,173,374 ",2021-04-14
Pakistan,"734,423","+4,503","15,754 ",135.0,"641,912","+3,645","76,757","4,216","3,275",70,"10,878,086","48,513","224,230,425 ",2021-04-14
Hungary,"731,675","+3,597","24,265 ",285.0,"435,344","+4,220","272,066","1,204","75,891","2,517","5,011,794","519,836","9,641,101 ",2021-04-14
Bangladesh,"703,170","+5,185","9,987 ",96.0,"591,299","+5,333","101,884",,"4,237",60,"5,095,613","30,702","165,971,278 ",2021-04-14
Jordan,"672,090",,"7,937 ",,"610,614",,"53,539",729,"65,364",772,"6,372,263","619,733","10,282,272 ",2021-04-14
Serbia,"648,745",,"5,808 ",,"566,122",,"76,815",247,"74,485",667,"3,617,179","415,303","8,709,738 ",2021-04-14
Switzerland,"625,367",,"10,472 ",,"560,294",,"54,601",214,"71,847","1,203","6,437,818","739,629","8,704,121 ",2021-04-14
Austria,"584,205","+2,942","9,779 ",31.0,"544,989","+3,203","29,437",586,"64,577","1,081","27,703,138","3,062,267","9,046,612 ",2021-04-14
Japan,"508,802",,"9,425 ",,"468,770",,"30,607",596,"4,033",75,"10,529,634","83,454","126,172,557 ",2021-04-14
Morocco,"502,961",,"8,915 ",,"489,288",,"4,758",246,"13,502",239,"6,116,735","164,198","37,252,112 ",2021-04-14
Lebanon,"499,839",,"6,738 ",,"411,710",,"81,391",844,"73,490",991,"3,740,454","549,950","6,801,443 ",2021-04-14
UAE,"487,697",,"1,537 ",,"471,906",,"14,254",,"48,849",154,"40,669,721","4,073,618","9,983,685 ",2021-04-14
Saudi Arabia,"400,228",,"6,773 ",,"384,635",,"8,820",962,"11,358",192,"15,919,088","451,778","35,236,508 ",2021-04-14
Bulgaria,"378,059",,"14,746 ",,"293,351",,"69,962",799,"54,733","2,135","2,303,963","333,553","6,907,330 ",2021-04-14
Slovakia,"373,107","+1,069","10,798 ",82.0,"255,300",,"107,009",488,"68,313","1,977","2,458,340","450,104","5,461,715 ",2021-04-14
Malaysia,"365,829","+1,889","1,353 ",8.0,"347,780","+1,485","16,696",204,"11,191",41,"8,345,401","255,292","32,689,620 ",2021-04-14
Panama,"359,121",,"6,173 ",,"348,953",,"3,995",105,"82,222","1,413","2,252,943","515,818","4,367,710 ",2021-04-14
Ecuador,"347,589",,"17,351 ",,"298,604",,"31,634",600,"19,471",972,"1,198,764","67,150","17,851,927 ",2021-04-14
Belarus,"337,635",,"2,373 ",,"327,848",,"7,414",,"35,740",251,"5,570,822","589,699","9,446,886 ",2021-04-14
Greece,"301,103",,"9,054 ",,"254,804",,"37,245",802,"28,999",872,"7,185,541","692,044","10,383,068 ",2021-04-14
Croatia,"297,973","+3,099","6,399 ",41.0,"277,694","+1,274","13,880",185,"72,936","1,566","1,663,542","407,194","4,085,376 ",2021-04-14
Georgia,"291,214","+1,085","3,901 ",7.0,"278,683",+432,"8,630",,"73,111",979,"3,758,475","943,592","3,983,159 ",2021-04-14
Azerbaijan,"289,601",,"3,978 ",,"253,762",,"31,861",,"28,363",390,"3,040,386","297,767","10,210,604 ",2021-04-14
Bolivia,"284,183","+1,099","12,496 ",27.0,"233,646","+1,224","38,041",71,"24,089","1,059","1,010,063","85,619","11,797,242 ",2021-04-14
Nepal,"280,984",,"3,058 ",,"274,318",,"3,608",,"9,510",104,"2,321,670","78,581","29,544,908 ",2021-04-14
Kazakhstan,"276,054","+2,229","3,286 ",26.0,"237,446","+1,584","35,322",221,"14,566",173,"9,283,107","489,821","18,952,041 ",2021-04-14
Tunisia,"274,604",,"9,396 ",,"228,267",,"36,941",436,"23,046",789,"1,191,995","100,040","11,915,218 ",2021-04-14
Palestine,"272,767",,"2,901 ",,"237,046",,"32,820",182,"52,520",559,"1,636,553","315,112","5,193,556 ",2021-04-14
Dominican Republic,"258,637",,"3,397 ",,"217,008",,"38,232",148,"23,657",311,"1,352,703","123,728","10,932,898 ",2021-04-14
Kuwait,"250,273",,"1,419 ",,"233,757",,"15,097",235,"57,936",328,"2,178,279","504,252","4,319,819 ",2021-04-14
Moldova,"242,364",,"5,438 ",,"225,036",,"11,890",293,"60,191","1,351","909,884","225,968","4,026,606 ",2021-04-14
Ireland,"241,684",,"4,803 ",,"23,364",,"213,517",46,"48,523",964,"4,209,763","845,188","4,980,858 ",2021-04-14
Paraguay,"240,141",,"4,978 ",,"196,718",,"38,445",485,"33,349",691,"988,044","137,211","7,200,926 ",2021-04-14
Denmark,"238,869",,"2,446 ",,"228,007",,"8,416",39,"41,126",421,"29,940,622","5,154,910","5,808,176 ",2021-04-14
Ethiopia,"232,512",,"3,230 ",,"173,818",,"55,464",967,"1,984",28,"2,460,888","21,002","117,174,733 ",2021-04-14
Lithuania,"229,260","+1,284","3,718 ",4.0,"208,123",+732,"17,419",151,"85,152","1,381","2,536,278","942,023","2,692,373 ",2021-04-14
Slovenia,"229,076","+1,233","4,135 ",5.0,"211,485","+1,566","13,456",154,"110,177","1,989","1,115,238","536,388","2,079,162 ",2021-04-14
Costa Rica,"225,343",,"3,044 ",,"196,060",,"26,239",221,"43,922",593,"842,015","164,120","5,130,473 ",2021-04-14
Egypt,"212,130",,"12,526 ",,"160,431",,"39,173",90,"2,043",121,"2,677,262","25,783","103,836,905 ",2021-04-14
Guatemala,"205,322",,"7,057 ",,"187,052",,"11,213",5,"11,298",388,"1,118,361","61,538","18,173,591 ",2021-04-14
Armenia,"205,128","+1,075","3,794 ",19.0,"184,243",+583,"17,091",,"69,123","1,278","915,473","308,491","2,967,583 ",2021-04-14
Honduras,"196,704",+618,"4,873 ",12.0,"76,081",+129,"115,750",576,"19,617",486,"545,442","54,395","10,027,388 ",2021-04-14
Qatar,"191,979",,340 ,,"170,787",,"20,852",479,"68,373",121,"1,814,379","646,191","2,807,805 ",2021-04-14
Bosnia and Herzegovina,"184,698",,"7,487 ",,"141,602",,"35,609",,"56,573","2,293","846,536","259,293","3,264,785 ",2021-04-14
Venezuela,"176,972",,"1,815 ",,"159,547",,"15,610",237,"6,237",64,"3,359,014","118,389","28,372,704 ",2021-04-14
Oman,"175,633","+1,269","1,807 ",9.0,"155,645",+874,"18,181",264,"33,727",347,"1,550,000","297,651","5,207,442 ",2021-04-14
Libya,"170,045",+541,"2,834 ",4.0,"155,117",+897,"12,094",,"24,487",408,"921,545","132,707","6,944,187 ",2021-04-14
Nigeria,"163,911",,"2,061 ",,"154,225",,"7,625",11,780,10,"1,838,174","8,749","210,106,735 ",2021-04-14
Bahrain,"158,789",,566 ,,"147,162",,"11,061",84,"90,877",324,"3,815,826","2,183,841","1,747,300 ",2021-04-14
Uruguay,"149,430",,"1,595 ",,"116,533",,"31,302",486,"42,901",458,"1,561,178","448,208","3,483,158 ",2021-04-14
Kenya,"147,147",,"2,394 ",,"99,580",,"45,173",239,"2,690",44,"1,571,244","28,729","54,692,071 ",2021-04-14
North Macedonia,"143,162",,"4,289 ",,"118,946",,"19,927",124,"68,719","2,059","674,378","323,706","2,083,307 ",2021-04-14
Myanmar,"142,605",+9,"3,206 ",,"131,874",+5,"7,525",,"2,607",59,"2,556,004","46,732","54,695,129 ",2021-04-14
Albania,"128,752",,"2,326 ",,"98,903",,"27,523",18,"44,778",809,"590,174","205,254","2,875,332 ",2021-04-14
Algeria,"118,799",,"3,137 ",,"82,813",,"32,849",19,"2,672",71,"230,861","5,192","44,467,657 ",2021-04-14
Estonia,"115,629",+549,"1,057 ",8.0,"97,889","+1,045","16,683",68,"87,120",796,"1,209,128","911,013","1,327,234 ",2021-04-14
S. Korea,"111,419",+731,"1,782 ",7.0,"101,983",+651,"7,654",100,"2,172",35,"8,245,388","160,717","51,303,772 ",2021-04-14
Latvia,"109,088",+733,"2,019 ",17.0,"99,840",,"7,229",94,"58,342","1,080","2,068,890","1,106,484","1,869,788 ",2021-04-14
Norway,"105,008",,688 ,,"88,952",,"15,368",57,"19,252",126,"4,896,385","897,697","5,454,387 ",2021-04-14
Sri Lanka,"95,620",,602 ,,"92,151",+225,"2,867",,"4,451",28,"2,374,627","110,532","21,483,547 ",2021-04-14
Montenegro,"94,643",,"1,391 ",,"89,235",,"4,017",69,"150,675","2,215","354,624","564,573","628,128 ",2021-04-14
Ghana,"91,410",,761 ,,"89,219",,"1,430",10,"2,895",24,"1,032,144","32,686","31,577,420 ",2021-04-14
Kyrgyzstan,"90,839",+240,"1,534 ",2.0,"86,313",+161,"2,992",25,"13,747",232,"913,797","138,285","6,608,070 ",2021-04-14
Zambia,"90,218",,"1,229 ",,"88,144",,845,56,"4,803",65,"1,314,850","70,002","18,783,167 ",2021-04-14
Cuba,"88,445",,476 ,,"83,087",,"4,882",61,"7,812",42,"3,256,543","287,650","11,321,194 ",2021-04-14
Uzbekistan,"85,503",+212,634 ,,"83,264",+175,"1,605",23,"2,526",19,"1,377,915","40,710","33,847,485 ",2021-04-14
Finland,"82,964",+400,877 ,,"46,000",,"36,087",38,"14,955",158,"4,204,546","757,922","5,547,466 ",2021-04-14
Mozambique,"68,871",,794 ,,"59,901",,"8,176",68,"2,157",25,"498,247","15,602","31,934,412 ",2021-04-14
El Salvador,"66,816",+159,"2,057 ",3.0,"63,196",+124,"1,563",60,"10,261",316,"876,378","134,583","6,511,822 ",2021-04-14
Luxembourg,"64,062",,777 ,,"60,012",,"3,273",30,"101,058","1,226","2,520,656","3,976,337","633,914 ",2021-04-14
Cameroon,"61,731",,919 ,,"56,926",,"3,886",385,"2,281",34,"1,257,949","46,489","27,058,922 ",2021-04-14
Singapore,"60,719",+27,30 ,,"60,374",,315,1,"10,315",5,"9,036,706","1,535,205","5,886,318 ",2021-04-14
Afghanistan,"57,534",+42,"2,533 ",1.0,"52,022",+9,"2,979","1,124","1,453",64,"375,610","9,483","39,609,752 ",2021-04-14
Cyprus,"52,652",,274 ,,"39,061",,"13,317",63,"43,362",226,"4,052,674","3,337,641","1,214,233 ",2021-04-14
Namibia,"45,949",,586 ,,"43,984",,"1,379",32,"17,832",227,"365,079","141,683","2,576,737 ",2021-04-14
Ivory Coast,"45,265",,269 ,,"44,771",,225,,"1,684",10,"557,294","20,728","26,885,472 ",2021-04-14
Botswana,"43,444",,663 ,,"38,923",,"3,858",1,"18,188",278,"958,802","401,413","2,388,568 ",2021-04-14
Jamaica,"42,924",,682 ,,"19,136",,"23,106",37,"14,446",230,"307,193","103,387","2,971,286 ",2021-04-14
Uganda,"41,204",,337 ,,"40,779",,88,24,879,7,"971,265","20,727","46,859,327 ",2021-04-14
Senegal,"39,495",,"1,081 ",,"38,241",,173,14,"2,312",63,"456,487","26,717","17,086,304 ",2021-04-14
Zimbabwe,"37,330",,"1,543 ",,"34,932",,855,12,"2,483",103,"394,257","26,228","15,031,654 ",2021-04-14
Thailand,"35,910","+1,335",97 ,,"28,322",+34,"7,491",1,513,1,"8,124,896","116,174","69,937,195 ",2021-04-14
Malawi,"33,872",,"1,133 ",,"31,572",,"1,167",19,"1,736",58,"224,959","11,528","19,513,605 ",2021-04-14
Sudan,"31,700",,"2,194 ",,"25,451",,"4,055",,710,49,"232,965","5,218","44,644,713 ",2021-04-14
Malta,"29,778",+58,403 ,,"28,797",+41,578,,"67,300",911,"838,522","1,895,119","442,464 ",2021-04-14
Australia,"29,442",+5,910 ,,"26,380",+19,"2,152",,"1,144",35,"16,210,906","630,017","25,730,890 ",2021-04-14
Madagascar,"29,348",+583,520 ,8.0,"24,695",+285,"4,133",246,"1,039",18,"158,085","5,597","28,243,550 ",2021-04-14
DRC,"28,665",,745 ,,"25,841",,"2,079",,313,8,"143,197","1,562","91,670,432 ",2021-04-14
Maldives,"25,759",,67 ,,"22,981",,"2,711",82,"47,009",122,"673,528","1,229,158","547,959 ",2021-04-14
Angola,"23,697",,554 ,,"22,115",,"1,028",15,704,16,"443,086","13,164","33,657,917 ",2021-04-14
Rwanda,"23,603",,316 ,,"21,395",,"1,892",6,"1,788",24,"1,230,808","93,232","13,201,519 ",2021-04-14
Guinea,"21,106",,136 ,,"18,686",,"2,284",24,"1,574",10,"416,078","31,030","13,409,110 ",2021-04-14
Gabon,"20,971",,129 ,,"17,762",,"3,080",20,"9,252",57,"669,004","295,166","2,266,534 ",2021-04-14
Syria,"20,435",,"1,392 ",,"14,230",,"4,813",,"1,146",78,"103,566","5,808","17,830,832 ",2021-04-14
Mayotte,"19,706",,167 ,,"2,964",,"16,575",8,"70,903",601,"165,683","596,136","277,928 ",2021-04-14
Cabo Verde,"19,231",,187 ,,"17,487",,"1,557",23,"34,298",334,"136,977","244,295","560,703 ",2021-04-14
French Polynesia,"18,678",,141 ,,"4,842",,"13,695",2,"66,192",500,"26,355","93,398","282,179 ",2021-04-14
Réunion,"18,425",,135 ,,"16,794",,"1,496",54,"20,465",150,"100,098","111,182","900,309 ",2021-04-14
Eswatini,"18,402",,669 ,,"17,682",,51,3,"15,734",572,"174,638","149,321","1,169,548 ",2021-04-14
Mauritania,"18,052",,451 ,,"17,398",,203,14,"3,805",95,"217,078","45,754","4,744,494 ",2021-04-14
Mongolia,"17,823","+1,220",29 ,2.0,"10,253",+366,"7,541",88,"5,369",9,"2,503,759","754,273","3,319,434 ",2021-04-14
French Guiana,"17,806",,95 ,,"9,995",,"7,716",9,"58,440",312,"172,132","564,941","304,690 ",2021-04-14
Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,371",9,,,"9,704,150 ",2021-04-14
Burkina Faso,"12,989",,153 ,,"12,627",,209,,608,7,"175,352","8,214","21,347,826 ",2021-04-14
Haiti,"12,855",,251 ,,"11,513",,"1,091",,"1,117",22,"60,085","5,220","11,511,033 ",2021-04-14
Guadeloupe,"12,717",,176 ,,"2,242",,"10,299",13,"31,778",440,"164,128","410,137","400,178 ",2021-04-14
Andorra,"12,614",,121 ,,"11,932",,561,29,"163,052","1,564","193,595","2,502,456","77,362 ",2021-04-14
Somalia,"12,566",,618 ,,"5,270",,"6,678",,774,38,"100,631","6,198","16,237,049 ",2021-04-14
Belize,"12,513",,318 ,,"12,137",,58,1,"31,030",789,"107,277","266,032","403,249 ",2021-04-14
Mali,"12,179",,417 ,,"7,194",,"4,568",,588,20,"243,860","11,779","20,702,944 ",2021-04-14
Togo,"12,034",,116 ,,"9,303",,"2,615",,"1,428",14,"292,368","34,684","8,429,471 ",2021-04-14
Hong Kong,"11,613",+5,208 ,,"11,237",+10,168,6,"1,539",28,"11,193,673","1,483,680","7,544,535 ",2021-04-14
Curaçao,"11,430",,74 ,,"7,189",,"4,167",22,"69,433",450,"85,774","521,049","164,618 ",2021-04-14
Guyana,"11,277",,258 ,,"9,796",,"1,223",15,"14,283",327,"101,263","128,258","789,523 ",2021-04-14
Lesotho,"10,709",,315 ,,"5,028",,"5,366",,"4,968",146,"71,629","33,230","2,155,527 ",2021-04-14
South Sudan,"10,387",,114 ,,"10,148",,125,,920,10,"140,302","12,420","11,296,186 ",2021-04-14
Aruba,"10,122",,92 ,,"9,515",,515,14,"94,491",859,"137,229","1,281,065","107,121 ",2021-04-14
Congo,"10,084",,137 ,,"8,208",,"1,739",,"1,793",24,"92,500","16,449","5,623,557 ",2021-04-14
Djibouti,"10,077",,102 ,,"8,394",,"1,581",,"10,085",102,"141,406","141,519","999,205 ",2021-04-14
Martinique,"9,890",,64 ,,98,,"9,728",24,"26,371",171,"140,946","375,819","375,037 ",2021-04-14
Bahamas,"9,505",,190 ,,"8,965",,350,3,"23,992",480,"80,704","203,705","396,180 ",2021-04-14
Suriname,"9,363",,184 ,,"8,711",,468,9,"15,850",311,"46,424","78,586","590,740 ",2021-04-14
Papua New Guinea,"8,984",+170,71 ,2.0,846,,"8,067",,990,8,"70,260","7,739","9,078,952 ",2021-04-14
Trinidad and Tobago,"8,511",,146 ,,"7,799",,566,14,"6,066",104,"118,247","84,279","1,403,038 ",2021-04-14
Benin,"7,515",,93 ,,"6,452",,970,35,608,8,"548,484","44,341","12,369,609 ",2021-04-14
Equatorial Guinea,"7,259",+40,106 ,,"6,885",+86,268,11,"5,046",74,"116,266","80,816","1,438,649 ",2021-04-14
Nicaragua,"6,778",,180 ,,"4,225",,"2,373",,"1,014",27,,,"6,686,084 ",2021-04-14
Iceland,"6,274",,29 ,,"6,152",,93,,"18,293",85,"564,307","1,645,325","342,976 ",2021-04-14
CAR,"5,682",,75 ,,"5,112",,495,2,"1,161",15,"40,907","8,357","4,895,176 ",2021-04-14
Gambia,"5,602",,168 ,,"5,145",,289,3,"2,269",68,"59,297","24,014","2,469,309 ",2021-04-14
Yemen,"5,507",,"1,073 ",,"2,070",,"2,364",23,182,35,"22,934",756,"30,336,633 ",2021-04-14
Niger,"5,081",,189 ,,"4,760",,132,1,204,8,"93,751","3,768","24,883,615 ",2021-04-14
San Marino,"4,985",,86 ,,"4,568",,331,8,"146,674","2,530","56,871","1,673,316","33,987 ",2021-04-14
Cambodia,"4,874",+178,35 ,2.0,"2,290",+38,"2,549",,288,2,"788,973","46,686","16,899,460 ",2021-04-14
Chad,"4,652",,167 ,,"4,306",,179,,277,10,"110,863","6,602","16,791,222 ",2021-04-14
Seychelles,"4,633",,25 ,,"4,310",,298,,"46,882",253,"21,504","217,601","98,823 ",2021-04-14
Saint Lucia,"4,355",,64 ,,"4,179",,112,1,"23,632",347,"37,758","204,890","184,284 ",2021-04-14
Gibraltar,"4,277",,94 ,,"4,181",,2,,"126,978","2,791","219,808","6,525,785","33,683 ",2021-04-14
Channel Islands,"4,053",,86 ,,"3,956",,11,1,"23,145",491,"399,901","2,283,648","175,115 ",2021-04-14
Sierra Leone,"4,009",,79 ,,"2,832",,"1,098",,495,10,"118,332","14,603","8,103,183 ",2021-04-14
Comoros,"3,796",,146 ,,"3,582",,68,,"4,294",165,,,"884,006 ",2021-04-14
Barbados,"3,740",,44 ,,"3,623",,73,,"13,002",153,"146,575","509,558","287,651 ",2021-04-14
Guinea-Bissau,"3,693",,66 ,,"3,083",,544,9,"1,843",33,"60,565","30,220","2,004,135 ",2021-04-14
Eritrea,"3,469",,10 ,,"3,231",,228,,968,3,"23,693","6,609","3,584,710 ",2021-04-14
Burundi,"3,262",,6 ,,773,,"2,483",,268,0.5,"90,019","7,400","12,165,166 ",2021-04-14
Liechtenstein,"2,768",,56 ,,"2,634",,78,5,"72,434","1,465","32,252","843,984","38,214 ",2021-04-14
Vietnam,"2,717",+3,35 ,,"2,445",,237,,28,0.4,"2,598,753","26,512","98,023,091 ",2021-04-14
New Zealand,"2,589",+2,26 ,,"2,462",+3,101,,518,5,"1,953,823","390,601","5,002,100 ",2021-04-14
Monaco,"2,378",,31 ,,"2,260",,87,6,"60,264",786,"51,953","1,316,599","39,460 ",2021-04-14
Turks and Caicos,"2,360",,17 ,,"2,285",,58,2,"60,318",434,"41,426","1,058,784","39,126 ",2021-04-14
Sao Tome and Principe,"2,268",,35 ,,"2,192",,41,,"10,201",157,"12,597","56,660","222,327 ",2021-04-14
Sint Maarten,"2,188",,27 ,,"2,124",,37,1,"50,583",624,"25,304","584,982","43,256 ",2021-04-14
Liberia,"2,042",,85 ,,"1,899",,58,2,397,17,"79,684","15,473","5,150,035 ",2021-04-14
Bermuda,"1,912",,16 ,,"1,037",,859,41,"30,791",258,"218,967","3,526,209","62,097 ",2021-04-14
St. Vincent Grenadines,"1,806",,10 ,,"1,665",,131,2,"16,239",90,"43,985","395,492","111,216 ",2021-04-14
Saint Martin,"1,693",,12 ,,"1,399",,282,7,"43,211",306,"26,385","673,430","39,180 ",2021-04-14
Isle of Man,"1,575",,29 ,,"1,445",,101,,"18,446",340,"44,761","524,226","85,385 ",2021-04-14
Caribbean Netherlands,"1,526",,14 ,,"1,416",,96,,"57,775",530,"10,011","379,018","26,413 ",2021-04-14
Antigua and Barbuda,"1,201",,31 ,,947,,223,45,"12,185",315,"16,493","167,335","98,563 ",2021-04-14
Mauritius,"1,198",,15 ,,797,,386,,941,12,"358,675","281,662","1,273,422 ",2021-04-14
Timor-Leste,"1,074",,2 ,,550,,522,,803,1,"50,556","37,785","1,337,991 ",2021-04-14
Taiwan,"1,067",+5,11 ,,"1,029",+2,27,,45,0.5,"513,203","21,517","23,850,555 ",2021-04-14
Bhutan,927,,1 ,,875,,51,,"1,191",1,"652,722","838,712","778,243 ",2021-04-14
St. Barth,907,,1 ,,462,,444,,"91,607",101,"26,385","2,664,882","9,901 ",2021-04-14
Diamond Princess,712,,13 ,,699,,0,,,,,, ,2021-04-14
Faeroe Islands,661,,1 ,,660,,0,,"13,488",20,"247,430","5,048,768","49,008 ",2021-04-14
Cayman Islands,523,,2 ,,498,,23,,"7,885",30,"85,460","1,288,504","66,325 ",2021-04-14
Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,053,207 ",2021-04-14
Wallis and Futuna,437,,5 ,,44,,388,3,"39,426",451,"1,331","120,083","11,084 ",2021-04-14
Brunei ,219,,3  ,,206,,10,,497,7,"116,596","264,539","440,752 ",2021-04-14
British Virgin Islands,178,,1 ,,159,,18,,"5,858",33,"13,223","435,139","30,388 ",2021-04-14
Dominica,165,, ,,159,,6,,"2,288",,"13,500","187,172","72,126 ",2021-04-14
Grenada,155,,1 ,,152,,2,,"1,373",9,"23,989","212,422","112,931 ",2021-04-14
New Caledonia,121,, ,,58,,63,,421,,"29,182","101,452","287,643 ",2021-04-14
Fiji,68,,2 ,,64,,2,,75,2,"40,300","44,702","901,525 ",2021-04-14
Falkland Islands,60,, ,,54,,6,,"16,859",,"7,165","2,013,206","3,559 ",2021-04-14
Laos,52,, ,,49,,3,,7,,"143,481","19,500","7,357,894 ",2021-04-14
Macao,49,, ,,48,,1,,75,,"4,418","6,732","656,240 ",2021-04-14
Saint Kitts and Nevis,44,, ,,44,,0,,823,,"12,381","231,451","53,493 ",2021-04-14
Greenland,31,, ,,31,,0,,545,,"20,669","363,590","56,847 ",2021-04-14
Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,2021-04-14
Anguilla,25,, ,,22,,3,,"1,655",,"14,579","964,985","15,108 ",2021-04-14
Saint Pierre Miquelon,24,, ,,24,,0,,"4,158",,"5,126","888,080","5,772 ",2021-04-14
Montserrat,20,,1 ,,19,,0,,"4,005",200,"1,313","262,915","4,994 ",2021-04-14
Solomon Islands,19,, ,,18,,1,,27,,"4,500","6,429","699,965 ",2021-04-14
Western Sahara,10,,1 ,,8,,1,,16,2,,,"608,744 ",2021-04-14
MS Zaandam,9,,2 ,,7,,0,,,,,, ,2021-04-14
Marshall Islands,4,, ,,4,,0,,67,,,,"59,502 ",2021-04-14
Samoa,3,, ,,2,,1,,15,,,,"199,445 ",2021-04-14
Vanuatu,3,, ,,1,,2,,10,,470,"1,503","312,721 ",2021-04-14
Micronesia,1,, ,,1,,0,,9,,,,"115,965 ",2021-04-14
China,"90,447",+12,"4,636 ",,"85,513",+7,298,6,63,3,"160,000,000","111,163","1,439,323,776 ",2021-04-14
USA,"32,150,766","+1,106","578,101 ",3.0,"24,696,229",+68,"6,876,436","9,676","96,686","1,739","423,455,882","1,273,449","332,526,757 ",2021-04-15
India,"14,083,069","+12,179","173,178 ",26.0,"12,429,821","+3,675","1,480,070","8,944","10,127",125,"262,003,415","188,405","1,390,642,113 ",2021-04-15
Brazil,"13,677,564",,"362,180 ",,"12,170,771",,"1,144,613","8,318","63,990","1,694","28,600,000","133,804","213,745,314 ",2021-04-15
France,"5,149,834",,"99,777 ",,"4,008,331","+29,975","1,041,726","5,902","78,759","1,526","70,521,002","1,078,516","65,387,072 ",2021-04-15
Russia,"4,675,153","+8,944","104,398 ",398.0,"4,301,448","+10,225","269,307","2,300","32,025",715,"124,700,000","854,205","145,983,692 ",2021-04-15
UK,"4,378,305",,"127,161 ",,"4,113,338",,"137,806",370,"64,230","1,865","138,606,631","2,033,366","68,166,088 ",2021-04-15
Turkey,"4,025,557",,"34,734 ",,"3,480,146",,"510,677","3,018","47,331",408,"42,509,905","499,820","85,050,360 ",2021-04-15
Italy,"3,809,193",,"115,557 ",,"3,178,976",,"514,660","3,490","63,075","1,913","53,885,257","892,261","60,391,837 ",2021-04-15
Spain,"3,387,022",,"76,756 ",,"3,118,437",,"191,829","2,153","72,420","1,641","44,285,495","946,898","46,769,025 ",2021-04-15
Germany,"3,079,895","+15,513","80,004 ",191.0,"2,736,100","+17,400","263,791","4,662","36,668",952,"52,737,238","627,865","83,994,506 ",2021-04-15
Poland,"2,642,242","+21,130","60,612 ",682.0,"2,238,638","+8,837","342,992","3,443","69,875","1,603","13,335,088","352,650","37,813,984 ",2021-04-15
Argentina,"2,604,157",,"58,542 ",,"2,278,486",,"267,129","3,879","57,208","1,286","9,833,106","216,012","45,521,023 ",2021-04-15
Colombia,"2,585,801",,"66,819 ",,"2,419,265",,"99,717","4,299","50,398","1,302","13,526,900","263,641","51,307,978 ",2021-04-15
